"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"184",31,95,5,61,0,23,32,0,77,18,100,51,82,85,37,100,0,5,31,95,5,61,0,23,32,0,77,18,100,51,82,85,37,100,0,5
"185",19,73,54,91,100,100,99,78,86,52,78,26,43,8,0,0,3,9,19,73,54,91,100,100,99,78,86,52,78,26,43,8,0,0,3,9
"186",98,100,52,77,18,52,0,25,25,0,100,5,97,29,23,22,6,4,98,100,52,77,18,52,0,25,25,0,100,5,97,29,23,22,6,4
"187",79,74,21,67,15,92,71,100,100,75,73,45,36,18,0,0,9,9,79,74,21,67,15,92,71,100,100,75,73,45,36,18,0,0,9,9
"188",100,100,59,79,26,54,2,28,1,0,58,0,58,21,0,19,6,4,100,100,59,79,26,54,2,28,1,0,58,0,58,21,0,19,6,4
"189",19,86,35,72,95,94,0,100,60,78,100,52,67,26,26,0,9,9,19,86,35,72,95,94,0,100,60,78,100,52,67,26,26,0,9,9
"190",16,59,0,31,31,0,78,15,100,55,87,98,40,100,6,67,0,10,16,59,0,31,31,0,78,15,100,55,87,98,40,100,6,67,0,10
"191",83,86,44,100,0,74,58,67,100,94,89,63,77,31,75,0,9,6,83,86,44,100,0,74,58,67,100,94,89,63,77,31,75,0,9,6
"192",0,97,43,100,58,62,41,17,26,0,8,36,54,34,100,33,7,2,0,97,43,100,58,62,41,17,26,0,8,36,54,34,100,33,7,2
"193",0,70,63,80,90,100,100,89,100,67,92,44,84,22,71,0,1,3,0,70,63,80,90,100,100,89,100,67,92,44,84,22,71,0,1,3
"194",30,100,4,67,0,24,30,0,66,11,95,41,100,82,64,93,0,5,30,100,4,67,0,24,30,0,66,11,95,41,100,82,64,93,0,5
"195",100,96,71,100,42,79,49,56,91,51,82,16,42,0,0,1,5,9,100,96,71,100,42,79,49,56,91,51,82,16,42,0,0,1,5,9
"196",47,100,19,67,0,30,20,0,68,5,100,33,91,72,50,88,0,5,47,100,19,67,0,30,20,0,68,5,100,33,91,72,50,88,0,5
"197",100,100,64,98,26,85,36,63,76,58,75,24,42,1,0,0,5,9,100,100,64,98,26,85,36,63,76,58,75,24,42,1,0,0,5,9
"198",29,47,59,71,100,100,90,81,74,50,66,18,0,0,99,7,1,3,29,47,59,71,100,100,90,81,74,50,66,18,0,0,99,7,1,3
"199",89,87,38,100,17,78,80,77,100,76,92,34,61,0,0,4,9,9,89,87,38,100,17,78,80,77,100,76,92,34,61,0,0,4,9,9
"200",67,100,36,82,0,60,5,37,66,38,100,50,73,25,56,0,4,6,67,100,36,82,0,60,5,37,66,38,100,50,73,25,56,0,4,6
"201",53,100,23,77,0,57,74,66,100,79,70,85,44,42,16,0,4,6,53,100,23,77,0,57,74,66,100,79,70,85,44,42,16,0,4,6
"202",27,100,0,74,40,54,100,59,84,91,57,64,43,32,33,0,4,3,27,100,0,74,40,54,100,59,84,91,57,64,43,32,33,0,4,3
"203",2,80,36,50,54,12,9,0,0,41,5,78,49,95,100,100,5,7,2,80,36,50,54,12,9,0,0,41,5,78,49,95,100,100,5,7
"204",48,95,94,100,100,73,75,47,41,25,0,5,41,1,94,0,2,2,48,95,94,100,100,73,75,47,41,25,0,5,41,1,94,0,2,2
"205",100,100,68,96,38,70,14,44,0,14,36,0,51,23,3,28,6,4,100,100,68,96,38,70,14,44,0,14,36,0,51,23,3,28,6,4
"206",58,100,0,89,44,53,100,21,63,0,62,36,87,80,25,91,8,5,58,100,0,89,44,53,100,21,63,0,62,36,87,80,25,91,8,5
"207",0,61,22,89,59,100,72,73,53,42,31,12,58,0,100,4,2,2,0,61,22,89,59,100,72,73,53,42,31,12,58,0,100,4,2,2
"208",0,75,29,79,71,91,100,100,82,74,68,48,57,21,58,0,1,3,0,75,29,79,71,91,100,100,82,74,68,48,57,21,58,0,1,3
"209",0,48,28,64,61,82,92,100,100,84,86,56,73,28,64,0,1,3,0,48,28,64,61,82,92,100,100,84,86,56,73,28,64,0,1,3
"210",36,90,86,100,87,73,47,49,92,44,100,16,53,0,0,1,3,9,36,90,86,100,87,73,47,49,92,44,100,16,53,0,0,1,3,9
"211",78,85,65,66,100,25,49,0,15,29,58,67,66,100,0,84,8,1,78,85,65,66,100,25,49,0,15,29,58,67,66,100,0,84,8,1
"212",69,100,31,73,39,55,89,62,100,84,63,57,31,28,0,0,4,9,69,100,31,73,39,55,89,62,100,84,63,57,31,28,0,0,4,9
"213",0,87,55,100,100,81,74,41,49,0,20,10,32,32,99,35,7,2,0,87,55,100,100,81,74,41,49,0,20,10,32,32,99,35,7,2
"214",100,100,92,85,75,71,58,57,58,42,33,28,8,14,0,0,1,9,100,100,92,85,75,71,58,57,58,42,33,28,8,14,0,0,1,9
"215",47,91,37,63,65,27,21,0,9,40,0,91,49,100,100,91,5,7,47,91,37,63,65,27,21,0,9,40,0,91,49,100,100,91,5,7
"216",0,96,45,100,100,99,79,83,60,63,45,42,36,21,33,0,7,3,0,96,45,100,100,99,79,83,60,63,45,42,36,21,33,0,7,3
"217",12,73,29,62,66,32,29,0,5,29,0,71,38,96,100,100,5,7,12,73,29,62,66,32,29,0,5,29,0,71,38,96,100,100,5,7
"218",84,93,20,100,22,50,44,0,0,22,54,59,100,95,27,97,8,1,84,93,20,100,22,50,44,0,0,22,54,59,100,95,27,97,8,1
"219",39,80,21,60,35,19,12,0,0,31,16,72,51,98,100,100,5,7,39,80,21,60,35,19,12,0,0,31,16,72,51,98,100,100,5,7
"220",52,100,29,73,0,47,19,42,69,37,100,54,90,30,88,0,4,6,52,100,29,73,0,47,19,42,69,37,100,54,90,30,88,0,4,6
"221",78,100,40,94,16,58,5,21,53,0,100,27,36,30,0,0,6,4,78,100,40,94,16,58,5,21,53,0,100,27,36,30,0,0,6,4
"222",0,89,47,100,89,87,74,61,45,37,15,14,43,0,100,1,2,2,0,89,47,100,89,87,74,61,45,37,15,14,43,0,100,1,2,2
"223",44,80,80,100,100,85,72,59,92,38,93,14,49,3,0,0,3,9,44,80,80,100,100,85,72,59,92,38,93,14,49,3,0,0,3,9
"224",80,100,60,76,26,52,0,28,46,11,97,29,100,24,100,0,4,4,80,100,60,76,26,52,0,28,46,11,97,29,100,24,100,0,4,4
"225",51,100,0,90,5,57,92,61,100,70,85,82,68,40,86,0,4,6,51,100,0,90,5,57,92,61,100,70,85,82,68,40,86,0,4,6
"226",95,68,77,100,21,76,60,38,68,0,0,15,29,53,100,81,8,8,95,68,77,100,21,76,60,38,68,0,0,15,29,53,100,81,8,8
"227",91,100,66,88,31,58,15,26,50,0,100,17,67,45,0,47,6,4,91,100,66,88,31,58,15,26,50,0,100,17,67,45,0,47,6,4
"228",34,64,52,100,58,57,37,16,0,0,24,20,61,1,100,5,2,2,34,64,52,100,58,57,37,16,0,0,24,20,61,1,100,5,2,2
"229",38,92,15,72,42,44,25,0,0,8,8,61,40,93,100,100,5,7,38,92,15,72,42,44,25,0,0,8,8,61,40,93,100,100,5,7
"230",27,92,22,53,58,28,18,0,0,32,13,85,50,98,100,100,5,7,27,92,22,53,58,28,18,0,0,32,13,85,50,98,100,100,5,7
"231",100,100,52,80,20,52,6,20,45,0,99,12,59,30,0,25,6,4,100,100,52,80,20,52,6,20,45,0,99,12,59,30,0,25,6,4
"232",0,96,40,100,60,66,58,27,41,0,20,35,54,42,100,46,7,2,0,96,40,100,60,66,58,27,41,0,20,35,54,42,100,46,7,2
"233",0,82,25,100,52,73,44,34,32,0,0,29,50,34,100,39,7,2,0,82,25,100,52,73,44,34,32,0,0,29,50,34,100,39,7,2
"234",0,48,30,67,65,85,100,100,84,75,65,51,47,25,34,0,1,3,0,48,30,67,65,85,100,100,84,75,65,51,47,25,34,0,1,3
"235",0,100,50,97,100,91,74,63,55,29,42,0,20,31,68,36,7,2,0,100,50,97,100,91,74,63,55,29,42,0,20,31,68,36,7,2
"236",14,55,40,61,59,100,58,62,59,21,100,14,48,5,0,0,1,9,14,55,40,61,59,100,58,62,59,21,100,14,48,5,0,0,1,9
"237",46,96,80,100,81,76,77,60,100,36,75,12,36,0,0,6,3,9,46,96,80,100,81,76,77,60,100,36,75,12,36,0,0,6,3,9
"238",0,67,38,66,62,30,38,0,8,30,45,63,100,90,58,100,8,1,0,67,38,66,62,30,38,0,8,30,45,63,100,90,58,100,8,1
"239",92,73,32,63,0,86,51,100,100,82,96,51,64,23,21,0,9,6,92,73,32,63,0,86,51,100,100,82,96,51,64,23,21,0,9,6
"240",34,76,0,41,7,0,62,0,100,33,95,74,49,100,0,83,0,10,34,76,0,41,7,0,62,0,100,33,95,74,49,100,0,83,0,10
"241",52,80,84,100,100,75,58,53,91,48,89,10,44,0,0,16,3,9,52,80,84,100,100,75,58,53,91,48,89,10,44,0,0,16,3,9
"242",33,93,8,58,0,20,35,0,78,21,100,55,94,93,48,100,0,5,33,93,8,58,0,20,35,0,78,21,100,55,94,93,48,100,0,5
"243",0,93,45,100,74,75,57,37,35,0,25,24,53,41,100,37,7,2,0,93,45,100,74,75,57,37,35,0,25,24,53,41,100,37,7,2
"244",100,75,95,100,24,81,38,44,69,8,0,0,45,33,96,64,8,8,100,75,95,100,24,81,38,44,69,8,0,0,45,33,96,64,8,8
"245",9,61,25,100,59,72,42,27,0,5,5,24,53,16,100,0,2,2,9,61,25,100,59,72,42,27,0,5,5,24,53,16,100,0,2,2
"246",65,96,81,66,100,100,40,92,71,64,93,45,65,5,0,0,9,9,65,96,81,66,100,100,40,92,71,64,93,45,65,5,0,0,9,9
"247",77,100,53,90,0,43,13,0,86,34,100,84,73,51,10,9,0,6,77,100,53,90,0,43,13,0,86,34,100,84,73,51,10,9,0,6
"248",0,0,38,13,71,34,94,61,100,90,63,100,44,76,73,53,9,10,0,0,38,13,71,34,94,61,100,90,63,100,44,76,73,53,9,10
"249",49,54,100,78,65,100,0,82,12,60,90,64,95,33,86,0,9,9,49,54,100,78,65,100,0,82,12,60,90,64,95,33,86,0,9,9
"250",0,45,0,61,48,82,100,100,97,78,72,51,45,24,33,0,1,3,0,45,0,61,48,82,100,100,97,78,72,51,45,24,33,0,1,3
"251",73,100,43,70,0,42,25,41,100,45,90,64,63,32,54,0,4,6,73,100,43,70,0,42,25,41,100,45,90,64,63,32,54,0,4,6
"252",100,100,71,95,30,64,1,27,32,0,82,19,54,51,0,48,6,4,100,100,71,95,30,64,1,27,32,0,82,19,54,51,0,48,6,4
"253",0,82,40,100,80,80,43,53,54,45,100,25,63,0,3,4,3,9,0,82,40,100,80,80,43,53,54,45,100,25,63,0,3,4,3,9
"254",0,74,28,100,69,99,79,63,59,28,28,0,57,0,100,2,2,2,0,74,28,100,69,99,79,63,59,28,28,0,57,0,100,2,2,2
"255",100,100,68,78,37,55,13,29,11,0,51,2,41,20,0,20,6,4,100,100,68,78,37,55,13,29,11,0,51,2,41,20,0,20,6,4
"256",22,98,0,75,4,18,55,0,100,36,84,89,34,100,21,46,0,10,22,98,0,75,4,18,55,0,100,36,84,89,34,100,21,46,0,10
"257",100,100,14,90,74,55,79,97,37,62,0,39,36,0,39,44,8,9,100,100,14,90,74,55,79,97,37,62,0,39,36,0,39,44,8,9
"258",67,97,19,74,0,30,34,0,79,32,100,76,58,100,10,73,0,5,67,97,19,74,0,30,34,0,79,32,100,76,58,100,10,73,0,5
"259",86,100,0,95,32,56,100,22,30,0,5,36,80,68,52,99,8,8,86,100,0,95,32,56,100,22,30,0,5,36,80,68,52,99,8,8
"260",76,82,34,77,0,84,55,100,100,85,77,52,38,25,3,0,9,6,76,82,34,77,0,84,55,100,100,85,77,52,38,25,3,0,9,6
"261",34,79,66,100,83,72,52,51,100,49,91,13,43,0,0,14,3,9,34,79,66,100,83,72,52,51,100,49,91,13,43,0,0,14,3,9
"262",0,68,73,45,100,8,20,0,37,38,92,72,85,100,7,81,8,1,0,68,73,45,100,8,20,0,37,38,92,72,85,100,7,81,8,1
"263",100,92,64,100,37,77,20,50,11,21,22,0,35,26,0,40,6,4,100,92,64,100,37,77,20,50,11,21,22,0,35,26,0,40,6,4
"264",85,100,56,72,42,39,55,7,100,0,95,30,46,37,0,23,6,4,85,100,56,72,42,39,55,7,100,0,95,30,46,37,0,23,6,4
"265",28,75,57,100,93,82,71,51,33,26,0,0,49,5,100,16,2,2,28,75,57,100,93,82,71,51,33,26,0,0,49,5,100,16,2,2
"266",31,88,5,50,4,8,57,0,100,30,100,71,56,100,0,92,0,5,31,88,5,50,4,8,57,0,100,30,100,71,56,100,0,92,0,5
"267",62,45,95,75,69,100,4,86,0,59,74,57,100,32,94,0,9,2,62,45,95,75,69,100,4,86,0,59,74,57,100,32,94,0,9,2
"268",0,89,41,94,87,100,100,98,80,75,68,50,59,25,60,0,7,3,0,89,41,94,87,100,100,98,80,75,68,50,59,25,60,0,7,3
"269",38,73,5,64,0,15,53,0,98,34,100,83,47,100,20,60,0,10,38,73,5,64,0,15,53,0,98,34,100,83,47,100,20,60,0,10
"270",56,83,28,61,90,23,24,0,22,40,100,72,72,100,0,72,8,1,56,83,28,61,90,23,24,0,22,40,100,72,72,100,0,72,8,1
"271",76,85,0,100,16,63,81,31,69,0,6,25,34,64,100,95,8,8,76,85,0,100,16,63,81,31,69,0,6,25,34,64,100,95,8,8
"272",3,100,4,83,0,56,15,31,60,28,100,42,91,26,88,0,4,6,3,100,4,83,0,56,15,31,60,28,100,42,91,26,88,0,4,6
"273",70,100,46,70,12,38,0,25,52,29,100,41,96,38,90,0,4,6,70,100,46,70,12,38,0,25,52,29,100,41,96,38,90,0,4,6
"274",65,100,25,93,0,56,11,16,60,0,100,20,50,28,9,1,6,4,65,100,25,93,0,56,11,16,60,0,100,20,50,28,9,1,6,4
"275",100,100,50,98,16,67,0,30,26,0,80,8,81,34,29,24,6,4,100,100,50,98,16,67,0,30,26,0,80,8,81,34,29,24,6,4
"276",13,100,8,93,0,66,8,41,57,40,100,50,82,25,69,0,4,6,13,100,8,93,0,66,8,41,57,40,100,50,82,25,69,0,4,6
"277",10,97,2,47,24,1,74,0,100,43,82,90,33,100,0,65,0,10,10,97,2,47,24,1,74,0,100,43,82,90,33,100,0,65,0,10
"278",28,55,63,78,100,100,75,71,56,42,35,13,0,0,25,0,1,9,28,55,63,78,100,100,75,71,56,42,35,13,0,0,25,0,1,9
"279",41,79,47,100,84,94,71,52,42,16,0,3,49,7,100,0,2,2,41,79,47,100,84,94,71,52,42,16,0,3,49,7,100,0,2,2
"280",0,80,30,100,74,81,82,43,75,4,39,0,44,16,100,20,7,2,0,80,30,100,74,81,82,43,75,4,39,0,44,16,100,20,7,2
"281",33,80,23,100,87,96,97,68,79,44,100,16,44,0,0,22,3,9,33,80,23,100,87,96,97,68,79,44,100,16,44,0,0,22,3,9
"282",45,100,1,67,0,24,69,24,100,48,73,98,80,53,90,0,4,6,45,100,1,67,0,24,69,24,100,48,73,98,80,53,90,0,4,6
"283",100,96,66,100,63,85,85,88,78,53,66,20,35,0,0,12,9,9,100,96,66,100,63,85,85,88,78,53,66,20,35,0,0,12,9,9
"284",100,100,62,83,36,57,23,26,42,0,81,10,43,23,0,18,6,4,100,100,62,83,36,57,23,26,42,0,81,10,43,23,0,18,6,4
"285",100,97,56,100,22,83,18,50,53,47,68,22,37,0,0,6,5,4,100,97,56,100,22,83,18,50,53,47,68,22,37,0,0,6,5,4
"286",36,69,33,100,64,85,43,48,0,21,6,19,57,0,100,20,2,2,36,69,33,100,64,85,43,48,0,21,6,19,57,0,100,20,2,2
"287",100,100,59,78,25,52,0,24,16,0,79,8,70,29,7,27,6,4,100,100,59,78,25,52,0,24,16,0,79,8,70,29,7,27,6,4
"288",0,95,52,100,100,79,83,44,67,8,45,0,3,30,84,38,7,2,0,95,52,100,100,79,83,44,67,8,45,0,3,30,84,38,7,2
"289",92,100,61,85,31,57,10,29,21,0,100,7,69,27,0,13,6,4,92,100,61,85,31,57,10,29,21,0,100,7,69,27,0,13,6,4
"290",93,91,40,100,15,79,23,36,72,53,100,21,57,0,0,6,5,4,93,91,40,100,15,79,23,36,72,53,100,21,57,0,0,6,5,4
"291",23,76,52,100,100,98,79,71,63,50,82,19,49,0,0,7,3,9,23,76,52,100,100,98,79,71,63,50,82,19,49,0,0,7,3,9
"292",28,71,43,100,76,79,49,47,11,21,0,0,50,1,100,4,2,2,28,71,43,100,76,79,49,47,11,21,0,0,50,1,100,4,2,2
"293",100,100,63,94,20,73,13,44,70,47,89,19,46,0,0,7,5,4,100,100,63,94,20,73,13,44,70,47,89,19,46,0,0,7,5,4
"294",100,100,54,90,17,66,0,35,16,5,66,0,66,29,22,47,6,4,100,100,54,90,17,66,0,35,16,5,66,0,66,29,22,47,6,4
"295",74,100,30,76,0,50,55,49,100,72,77,56,52,28,35,0,4,6,74,100,30,76,0,50,55,49,100,72,77,56,52,28,35,0,4,6
"296",39,81,72,100,100,77,71,51,95,43,95,16,50,0,0,1,3,9,39,81,72,100,100,77,71,51,95,43,95,16,50,0,0,1,3,9
"297",41,53,60,100,100,89,70,42,33,0,72,16,54,62,0,72,8,9,41,53,60,100,100,89,70,42,33,0,72,16,54,62,0,72,8,9
"298",0,84,34,100,67,85,60,44,31,19,26,20,64,13,100,0,2,2,0,84,34,100,67,85,60,44,31,19,26,20,64,13,100,0,2,2
"299",29,88,23,57,73,40,51,0,0,13,12,58,42,94,100,100,5,7,29,88,23,57,73,40,51,0,0,13,12,58,42,94,100,100,5,7
"300",11,84,52,100,100,96,83,66,72,50,87,16,45,0,0,11,3,9,11,84,52,100,100,96,83,66,72,50,87,16,45,0,0,11,3,9
"301",54,85,100,100,99,98,49,86,23,60,63,34,50,1,0,0,5,9,54,85,100,100,99,98,49,86,23,60,63,34,50,1,0,0,5,9
"302",0,94,46,100,100,97,82,62,48,30,17,0,18,34,74,38,7,2,0,94,46,100,100,97,82,62,48,30,17,0,18,34,74,38,7,2
"303",47,100,19,81,0,58,19,39,61,38,100,42,82,23,62,0,4,6,47,100,19,81,0,58,19,39,61,38,100,42,82,23,62,0,4,6
"304",13,78,45,100,97,87,69,58,76,47,100,15,49,0,0,19,3,9,13,78,45,100,97,87,69,58,76,47,100,15,49,0,0,19,3,9
"305",100,100,55,98,26,81,40,67,78,55,74,25,43,1,0,0,5,9,100,100,55,98,26,81,40,67,78,55,74,25,43,1,0,0,5,9
"306",0,32,29,55,63,78,100,100,90,75,88,50,84,25,80,0,1,3,0,32,29,55,63,78,100,100,90,75,88,50,84,25,80,0,1,3
"307",0,73,28,92,73,100,100,81,85,55,58,32,36,8,79,0,2,3,0,73,28,92,73,100,100,81,85,55,58,32,36,8,79,0,2,3
"308",100,97,66,100,30,88,24,55,54,59,61,27,38,0,0,1,5,4,100,97,66,100,30,88,24,55,54,59,61,27,38,0,0,1,5,4
"309",92,65,50,100,0,82,47,46,87,6,42,0,54,45,100,79,8,8,92,65,50,100,0,82,47,46,87,6,42,0,54,45,100,79,8,8
"310",9,32,60,62,80,100,6,93,36,56,100,27,57,0,0,25,8,9,9,32,60,62,80,100,6,93,36,56,100,27,57,0,0,25,8,9
"311",42,100,34,73,0,42,2,42,62,36,100,59,92,35,87,0,4,6,42,100,34,73,0,42,2,42,62,36,100,59,92,35,87,0,4,6
"312",0,78,40,100,97,78,69,39,44,0,100,7,35,37,22,73,8,9,0,78,40,100,97,78,69,39,44,0,100,7,35,37,22,73,8,9
"313",43,100,98,96,77,97,37,70,60,53,100,20,47,0,0,14,5,9,43,100,98,96,77,97,37,70,60,53,100,20,47,0,0,14,5,9
"314",100,74,46,65,0,78,36,100,78,88,80,58,78,28,88,0,9,6,100,74,46,65,0,78,36,100,78,88,80,58,78,28,88,0,9,6
"315",33,78,66,100,91,86,64,60,100,42,82,10,41,0,0,7,3,9,33,78,66,100,91,86,64,60,100,42,82,10,41,0,0,7,3,9
"316",10,86,0,44,33,0,80,9,100,65,64,100,22,74,32,20,0,10,10,86,0,44,33,0,80,9,100,65,64,100,22,74,32,20,0,10
"317",0,85,32,100,76,91,70,65,38,43,11,20,50,6,100,0,2,2,0,85,32,100,76,91,70,65,38,43,11,20,50,6,100,0,2,2
"318",0,84,40,100,76,71,65,33,32,0,5,28,42,44,100,46,7,2,0,84,40,100,76,71,65,33,32,0,5,28,42,44,100,46,7,2
"319",21,82,13,55,54,100,27,87,38,37,40,0,0,7,100,5,1,2,21,82,13,55,54,100,27,87,38,37,40,0,0,7,100,5,1,2
"320",0,65,46,91,50,100,50,62,52,23,4,2,12,5,100,0,1,2,0,65,46,91,50,100,50,62,52,23,4,2,12,5,100,0,1,2
"321",36,63,0,67,53,84,100,100,83,74,66,47,53,21,51,0,1,3,36,63,0,67,53,84,100,100,83,74,66,47,53,21,51,0,1,3
"322",10,100,24,93,0,61,0,37,69,35,100,57,80,34,70,0,4,6,10,100,24,93,0,61,0,37,69,35,100,57,80,34,70,0,4,6
"323",0,88,41,100,73,80,64,40,49,0,40,13,49,42,100,46,7,2,0,88,41,100,73,80,64,40,49,0,40,13,49,42,100,46,7,2
"324",0,89,41,100,89,93,100,62,84,31,64,0,27,17,54,34,7,3,0,89,41,100,89,93,100,62,84,31,64,0,27,17,54,34,7,3
"325",55,76,22,68,66,29,39,0,52,32,100,68,69,100,0,86,8,1,55,76,22,68,66,29,39,0,52,32,100,68,69,100,0,86,8,1
"326",0,52,37,73,76,94,100,100,75,75,53,49,35,22,28,0,1,3,0,52,37,73,76,94,100,100,75,75,53,49,35,22,28,0,1,3
"327",45,92,19,94,42,68,58,100,89,69,100,24,55,0,0,3,9,9,45,92,19,94,42,68,58,100,89,69,100,24,55,0,0,3,9,9
"328",27,100,2,56,12,8,62,0,100,33,94,79,46,94,0,72,0,10,27,100,2,56,12,8,62,0,100,33,94,79,46,94,0,72,0,10
"329",100,100,66,100,25,69,0,35,14,0,77,0,72,34,10,51,6,4,100,100,66,100,25,69,0,35,14,0,77,0,72,34,10,51,6,4
"330",38,76,58,100,21,65,0,27,44,0,100,22,45,36,22,8,6,4,38,76,58,100,21,65,0,27,44,0,100,22,45,36,22,8,6,4
"331",24,66,100,89,30,66,88,32,34,0,0,34,61,72,77,100,8,8,24,66,100,89,30,66,88,32,34,0,0,34,61,72,77,100,8,8
"332",37,100,57,91,47,50,22,20,0,17,33,17,66,4,100,0,2,2,37,100,57,91,47,50,22,20,0,17,33,17,66,4,100,0,2,2
"333",5,85,50,100,79,77,54,50,85,44,100,22,56,2,0,0,3,9,5,85,50,100,79,77,54,50,85,44,100,22,56,2,0,0,3,9
"334",93,100,5,96,42,65,85,32,58,0,0,14,36,47,100,74,8,8,93,100,5,96,42,65,85,32,58,0,0,14,36,47,100,74,8,8
"335",0,89,28,100,64,85,43,61,9,44,23,21,62,11,100,0,2,2,0,89,28,100,64,85,43,61,9,44,23,21,62,11,100,0,2,2
"336",43,99,8,68,73,74,62,25,0,0,7,49,20,96,100,100,5,7,43,99,8,68,73,74,62,25,0,0,7,49,20,96,100,100,5,7
"337",22,83,62,100,92,78,51,53,55,37,100,17,55,0,0,7,3,9,22,83,62,100,92,78,51,53,55,37,100,17,55,0,0,7,3,9
"338",100,100,44,91,7,60,0,24,46,0,99,24,41,30,19,0,6,4,100,100,44,91,7,60,0,24,46,0,99,24,41,30,19,0,6,4
"339",0,83,37,100,81,90,65,61,100,45,97,15,54,0,14,7,3,9,0,83,37,100,81,90,65,61,100,45,97,15,54,0,14,7,3,9
"340",0,76,24,100,65,97,61,63,40,31,6,5,51,2,100,0,2,2,0,76,24,100,65,97,61,63,40,31,6,5,51,2,100,0,2,2
"341",0,95,35,100,59,78,61,52,46,27,22,5,56,0,100,1,2,2,0,95,35,100,59,78,61,52,46,27,22,5,56,0,100,1,2,2
"342",100,100,57,78,25,53,12,26,30,0,88,7,65,28,0,21,6,4,100,100,57,78,25,53,12,26,30,0,88,7,65,28,0,21,6,4
"343",5,79,19,100,25,66,14,32,0,3,34,0,66,5,100,7,2,2,5,79,19,100,25,66,14,32,0,3,34,0,66,5,100,7,2,2
"344",50,86,17,60,0,27,21,0,70,9,100,37,91,70,63,100,0,5,50,86,17,60,0,27,21,0,70,9,100,37,91,70,63,100,0,5
"345",86,79,47,100,18,62,65,27,66,0,0,3,46,39,100,71,8,8,86,79,47,100,18,62,65,27,66,0,0,3,46,39,100,71,8,8
"346",38,96,49,68,74,100,24,87,91,80,100,30,54,0,0,32,9,9,38,96,49,68,74,100,24,87,91,80,100,30,54,0,0,32,9,9
"347",0,100,65,99,70,66,51,33,32,0,15,12,29,39,100,44,7,2,0,100,65,99,70,66,51,33,32,0,15,12,29,39,100,44,7,2
"348",0,69,10,54,67,37,47,0,14,13,17,54,34,92,100,100,5,7,0,69,10,54,67,37,47,0,14,13,17,54,34,92,100,100,5,7
"349",73,100,49,62,0,38,56,43,100,57,88,78,65,39,49,0,4,6,73,100,49,62,0,38,56,43,100,57,88,78,65,39,49,0,4,6
"350",40,84,61,100,87,83,53,60,96,47,100,23,55,5,0,0,3,9,40,84,61,100,87,83,53,60,96,47,100,23,55,5,0,0,3,9
"351",0,75,45,85,100,100,84,80,71,59,58,37,55,15,63,0,1,3,0,75,45,85,100,100,84,80,71,59,58,37,55,15,63,0,1,3
"352",44,60,0,77,47,99,100,100,84,75,75,50,75,24,100,0,1,3,44,60,0,77,47,99,100,100,84,75,75,50,75,24,100,0,1,3
"353",100,100,75,83,43,57,20,28,31,0,77,6,48,24,0,24,6,4,100,100,75,83,43,57,20,28,31,0,77,6,48,24,0,24,6,4
"354",100,99,56,100,31,65,87,73,98,90,94,48,61,13,0,0,9,9,100,99,56,100,31,65,87,73,98,90,94,48,61,13,0,0,9,9
"355",0,56,5,14,47,0,86,25,100,66,76,100,34,80,6,45,0,10,0,56,5,14,47,0,86,25,100,66,76,100,34,80,6,45,0,10
"356",19,88,62,100,100,81,83,48,47,23,0,6,18,0,72,1,2,2,19,88,62,100,100,81,83,48,47,23,0,6,18,0,72,1,2,2
"357",11,50,0,16,38,0,79,8,100,46,76,84,37,100,0,84,0,10,11,50,0,16,38,0,79,8,100,46,76,84,37,100,0,84,0,10
"358",32,76,70,100,100,72,66,38,7,19,0,33,59,18,91,0,2,2,32,76,70,100,100,72,66,38,7,19,0,33,59,18,91,0,2,2
"359",86,78,48,100,14,72,19,35,2,0,0,29,49,59,100,88,8,8,86,78,48,100,14,72,19,35,2,0,0,29,49,59,100,88,8,8
"360",24,87,0,62,7,0,61,0,100,44,80,100,29,93,7,36,0,10,24,87,0,62,7,0,61,0,100,44,80,100,29,93,7,36,0,10
"361",13,71,40,100,65,69,41,34,0,12,2,8,51,6,100,0,2,2,13,71,40,100,65,69,41,34,0,12,2,8,51,6,100,0,2,2
"362",100,100,51,85,18,58,0,28,17,0,78,1,68,20,8,12,6,4,100,100,51,85,18,58,0,28,17,0,78,1,68,20,8,12,6,4
"363",80,100,32,81,7,52,0,21,40,0,100,9,88,30,28,22,6,4,80,100,32,81,7,52,0,21,40,0,100,9,88,30,28,22,6,4
"364",0,58,4,67,42,83,79,100,100,98,81,66,65,34,66,0,1,3,0,58,4,67,42,83,79,100,100,98,81,66,65,34,66,0,1,3
"365",0,82,47,100,75,72,52,35,22,0,16,22,41,48,100,52,7,2,0,82,47,100,75,72,52,35,22,0,16,22,41,48,100,52,7,2
"366",97,66,77,100,8,96,0,67,69,72,100,73,92,36,86,0,9,6,97,66,77,100,8,96,0,67,69,72,100,73,92,36,86,0,9,6
"367",40,76,62,100,62,69,34,40,0,16,12,11,57,10,100,0,2,2,40,76,62,100,62,69,34,40,0,16,12,11,57,10,100,0,2,2
"368",25,76,45,100,77,66,57,25,9,3,0,7,53,6,100,0,2,2,25,76,45,100,77,66,57,25,9,3,0,7,53,6,100,0,2,2
